Beds,Baths,SQFT,Lot_Size,Has_Garage,New_Construction,Days_on_Market,Property_Type,Asking_Price,Sold_Price,Difference_in_Price,Stories,Condition,Parking_Spaces,Central_Air,Tax_Value,Property Age,distance_from_downtown,distance_from_metro,regions
4.0,1.0,2663.0,12584.0,Yes,Yes,27,Single Family,1849000.0,1887045,38045.0,3,Excellent,0,Yes,743970,0,11.926815609464667,1.2725619612325492,VA
3.0,2.0,1761.0,14499.0,Yes,No,6,Single Family,724000.0,724000,0.0,2,Average,0,No,504433,21,17.815614469443364,8.63250315603756,MD
4.0,3.5,2215.0,11710.0,Yes,No,1,Single Family,1650000.0,1710000,60000.0,4,Average,0,Yes,1291900,42,6.635882755555564,2.563228958081159,VA
3.0,1.0,686.0,992.0,No,No,6,Townhouse,995000.0,1043001,48001.0,3,Average,1,Yes,585580,55,1.7419391940007436,0.26571833009821627,DC Other
6.0,2.0,2064.0,9460.0,Yes,No,4,Single Family,839000.0,852000,13000.0,2,Average,0,Yes,799900,38,11.989305590260688,1.2199985075499598,MD
1.0,3.0,3200.0,10501.0,Yes,No,27,Single Family,495000.0,485000,-10000.0,2,Average,0,Yes,340600,53,16.55547657860998,6.087449786174286,MD
7.0,3.0,831.0,970.0,Yes,No,13,Townhouse,850000.0,838000,-12000.0,3,Very Good,0,Yes,728100,13,4.6855205478714215,1.7632397998542677,VA Arlington
5.0,3.5,3443.0,21809.0,Yes,No,5,Single Family,1350000.0,1365000,15000.0,3,Average,0,Yes,1129400,25,15.329028021061555,3.6795392991999405,MD
6.0,1.0,687.0,2475.0,Yes,No,26,Townhouse,899000.0,890000,-9000.0,3,Average,0,Yes,760933,35,9.290226624158054,3.5200796486738186,MD
4.0,1.0,2228.0,10150.0,Yes,No,6,Single Family,1025000.0,1086000,61000.0,3,Average,0,Yes,928700,22,16.14050889547235,4.365141410694905,MD
0.5,2.5,4919.0,9330.0,No,No,4,Single Family,589900.0,639900,50000.0,2,Excellent,0,Yes,415833,48,16.83759765023139,5.816518732120605,MD
2.0,3.5,1320.0,3600.0,No,No,8,Townhouse,475000.0,490000,15000.0,3,Good,0,Yes,410160,84,4.41369787640997,1.4260607166905774,DC River East
2.0,2.0,1170.0,10382.0,No,No,10,Single Family,399000.0,405000,6000.0,3,Average,0,Yes,299000,73,7.967364783611296,2.617028915277765,MD
3.0,2.5,800.0,11753.0,Yes,No,15,Single Family,764900.0,750000,-14900.0,2,Average,0,Yes,593570,57,9.217628055581018,2.947985921825623,VA
3.0,4.5,2193.0,14689.0,Yes,No,25,Single Family,1249900.0,1250000,100.0,4,Average,0,Yes,982300,21,15.590432007417284,6.044917625574875,VA
3.0,2.0,2362.0,2281.0,Yes,No,5,Townhouse,869000.0,871000,2000.0,3,Excellent,0,Yes,796680,13,9.76102957294175,0.9325776317364445,VA
1.0,3.5,2131.0,2614.0,Yes,No,4,Townhouse,599900.0,640000,40100.0,3,Average,0,Yes,540330,9,20.879190960572892,4.606901288652017,VA
3.0,3.5,825.0,7668.0,Yes,No,4,Single Family,1175000.0,1175000,0.0,3,Average,0,Yes,938800,19,15.587140003482801,2.34013029417939,MD
4.0,1.0,1404.0,22477.0,Yes,No,13,Single Family,639000.0,639000,0.0,3,Excellent,0,Yes,509070,36,12.305324310007121,4.64701311426479,VA
3.0,2.5,1370.0,2068.0,No,No,8,Townhouse,1199000.0,1200000,1000.0,3,Average,0,Yes,999040,104,2.647090080519438,0.6293106201628021,DC Other
1.0,1.0,2874.0,19372.0,Yes,No,17,Single Family,799999.0,750000,-49999.0,3,Average,0,Yes,649100,39,14.133195371408348,6.470827664476004,MD
4.0,2.5,1571.0,2166.0,No,No,23,Townhouse,1250000.0,1235000,-15000.0,4,Average,0,No,590220,99,3.6487889737136654,1.443631302263713,DC Other
2.0,2.5,941.0,0.0,No,No,7,Townhouse,469900.0,473000,3100.0,3,Excellent,2,Yes,437720,47,14.362616089092704,1.6704919798232802,VA
4.0,2.5,1186.0,1550.0,Yes,No,7,Townhouse,359000.0,375000,16000.0,3,Average,0,Yes,257667,28,12.224711500365954,1.749607567412806,MD
5.0,4.0,3359.0,1442.0,No,No,14,Townhouse,899000.0,1015000,116000.0,3,Average,0,Yes,842830,121,2.9741874139543936,0.7069167281240863,DC Other
7.0,1.0,2100.0,8750.0,No,No,5,Single Family,649000.0,660000,11000.0,2,Excellent,0,Yes,400367,73,21.872732207339183,12.215241373436902,MD
3.0,1.0,2532.0,756.0,No,No,10,Townhouse,850000.0,840000,-10000.0,2,Excellent,0,Yes,784810,67,1.3878409712472817,0.28948604865531835,DC Other
3.0,2.5,1956.0,12078.0,Yes,No,19,Single Family,859900.0,850000,-9900.0,3,Average,0,Yes,702090,36,18.55175164933817,3.194179319038257,VA
1.0,2.5,3540.0,24371.0,Yes,No,36,Single Family,1100000.0,980000,-120000.0,3,Average,0,Yes,892500,42,14.074494745145307,5.502983757467601,VA
1.0,3.5,4274.0,6000.0,No,No,7,Single Family,1350000.0,1330000,-20000.0,3,Very Good,0,Yes,1136720,97,4.490584044528297,1.1934888325931106,DC Other
2.0,2.0,2985.0,2340.0,Yes,No,9,Townhouse,1175000.0,1175000,0.0,3,Average,0,Yes,815640,110,2.874041304112391,0.7723674246198295,DC Other
3.0,3.0,1060.0,7218.0,No,No,5,Single Family,945000.0,1051000,106000.0,3,Excellent,0,Yes,530300,80,5.755578601002153,1.7978925606235274,MD
5.0,1.0,2248.0,992.0,No,No,3,Townhouse,1100000.0,1040000,-60000.0,4,Average,1,Yes,834550,55,1.7473781973510483,0.2653451954662426,DC Other
3.0,2.0,2120.0,756.0,No,No,8,Townhouse,355000.0,361000,6000.0,3,Average,0,Yes,269567,34,11.380868660189543,3.5515644803618844,MD
0.5,3.5,2522.0,0.0,No,No,6,Townhouse,929700.0,929700,0.0,2,Average,0,Yes,899000,94,2.7295289057148873,0.7962184391836321,DC Other
6.0,3.5,6332.0,3195.0,No,No,7,Townhouse,785000.0,830000,45000.0,3,Very Good,0,Yes,684500,23,15.488496722979487,3.9217222922447172,MD
3.0,2.0,1629.0,1696.0,No,No,9,Townhouse,470000.0,470000,0.0,3,Average,0,Yes,392400,19,22.97995875489368,7.366795824174873,MD
5.0,2.0,711.0,9514.0,Yes,No,6,Single Family,874900.0,937501,62601.0,3,Excellent,0,Yes,661700,45,13.872301139279676,3.193151080632642,MD
3.0,1.5,1798.0,1602.0,No,No,8,Townhouse,531500.0,560000,28500.0,3,Very Good,0,Yes,445300,49,13.578849513498588,2.1312758647292918,MD
4.0,4.0,2990.0,12228.0,No,No,6,Single Family,550000.0,690000,140000.0,2,Average,0,Yes,400400,120,6.207017231810438,1.1466682611618009,MD
1.0,2.5,1556.0,9468.0,Yes,No,6,Single Family,1049000.0,1161000,112000.0,4,Average,0,Yes,713900,60,11.781726527347205,1.3916425413240598,MD
4.0,2.0,1426.0,1750.0,No,No,8,Townhouse,1050000.0,1056000,6000.0,3,Very Good,0,Yes,917350,112,1.706157288562308,0.4737448059990822,DC Other
3.0,3.5,1296.0,960.0,Yes,No,3,Townhouse,840000.0,850000,10000.0,3,Very Good,0,Yes,744500,12,4.702190299058824,1.7716362932204022,VA Arlington
4.0,2.5,2502.0,2131.0,No,No,6,Townhouse,1848500.0,1750000,-98500.0,3,Average,0,Yes,1325040,115,2.2123506568966125,0.5841853409565749,DC Other
3.0,2.0,1196.0,2214.0,No,No,6,Townhouse,1175000.0,1175000,0.0,3,Average,0,Yes,943950,121,2.3795265930276415,0.8284156678898525,DC Other
4.0,4.5,680.0,10544.0,Yes,No,8,Single Family,924900.0,930000,5100.0,3,Average,0,Yes,781760,43,11.518161822706812,4.169798234629926,VA
3.0,1.0,2137.0,7800.0,No,No,4,Single Family,469000.0,500000,31000.0,4,Average,0,Yes,327200,61,11.269740765122512,1.7745738140783578,MD
4.0,3.5,1880.0,2325.0,No,No,24,Townhouse,595000.0,580000,-15000.0,3,Average,1,Yes,556850,33,9.554694558895545,1.0311540412896893,VA
3.0,2.5,1800.0,2484.0,Yes,No,6,Townhouse,1750000.0,1750000,0.0,3,Average,0,Yes,1357770,57,1.987966751134258,1.2772266587555632,DC Other
4.0,2.0,3781.0,6483.0,Yes,No,5,Single Family,775000.0,827550,52550.0,3,Very Good,0,Yes,682240,24,18.224913793089144,2.067221354073907,VA
4.0,2.5,1126.0,0.0,No,No,6,Townhouse,355000.0,370000,15000.0,3,Average,0,Yes,336250,16,15.801032428271887,4.578880095029055,VA
4.0,2.5,1660.0,1949.0,No,No,5,Townhouse,749000.0,804000,55000.0,3,Excellent,1,Yes,622500,41,10.568846713103186,0.5272853962100946,MD
3.0,2.5,2917.0,7841.0,Yes,No,6,Single Family,799900.0,807000,7100.0,3,Average,0,Yes,680340,25,20.328164212194185,6.816720896843267,VA
3.0,1.0,2410.0,1400.0,No,No,7,Townhouse,290000.0,310000,20000.0,3,Very Good,1,Yes,216667,38,21.83539224613807,5.707289112527822,MD
4.0,3.0,1832.0,1500.0,No,No,5,Townhouse,299900.0,315000,15100.0,3,Average,2,Yes,214433,37,16.46678486045309,6.246282279081809,MD
3.0,1.0,803.0,12605.0,No,No,10,Single Family,992500.0,1025000,32500.0,2,Average,0,Yes,828250,68,6.053224891709494,0.9711968261749178,VA
3.0,2.0,630.0,11256.0,Yes,No,17,Single Family,874900.0,860000,-14900.0,3,Average,0,Yes,722300,21,18.31764911714319,5.043107755478319,MD
2.0,3.5,5604.0,1804.0,Yes,No,27,Townhouse,499000.0,499000,0.0,3,Average,0,Yes,407700,8,22.830973076856832,12.63369722033039,MD
2.0,4.0,2546.0,3600.0,No,No,6,Single Family,799999.0,770000,-29999.0,1,Average,0,Yes,819500,94,2.926375983219759,0.5702019593892094,VA Arlington
3.0,2.0,1168.0,1369.0,No,No,6,Townhouse,723000.0,723000,0.0,2,Average,0,Yes,683670,121,2.384754563705343,0.579045076054278,DC Other
3.0,2.5,2270.0,554.0,No,No,5,Townhouse,829000.0,829000,0.0,1,Average,0,Yes,849060,121,0.5620627496491745,0.11642135447400612,DC Other
3.0,1.5,1472.0,1750.0,Yes,No,10,Townhouse,385000.0,385000,0.0,2,Average,0,Yes,279700,35,22.166113906381014,6.528516344315716,MD
2.0,1.0,1510.0,1786.0,Yes,No,11,Townhouse,408900.0,421940,13040.0,3,Average,0,Yes,329933,5,24.633251974854335,18.450443135152028,MD
3.0,3.0,955.0,56539.0,Yes,No,6,Single Family,650000.0,660000,10000.0,3,Average,0,Yes,469000,45,21.408539133129462,5.128297745669419,MD
2.0,1.0,538.0,0.0,No,No,15,Townhouse,839900.0,839900,0.0,3,Average,0,Yes,812210,4,5.579152945713795,0.5473005045345475,VA
3.0,1.0,3700.0,2092.0,Yes,No,1,Townhouse,520000.0,520000,0.0,3,Average,0,Yes,132720,0,3.995400754473168,0.4107045400073505,DC River East
7.0,2.5,750.0,15169.0,No,No,5,Single Family,1199999.0,1275000,75001.0,3,Average,0,Yes,740400,57,9.622955984781486,3.610290681831969,MD
2.0,2.0,2487.0,4248.0,No,No,5,Townhouse,339000.0,350000,11000.0,3,Average,0,Yes,266167,38,24.342004918001166,14.309979095875688,MD
5.0,3.5,1625.0,6909.0,Yes,No,6,Single Family,1165000.0,1265000,100000.0,3,Very Good,0,Yes,973970,87,4.833877456793993,1.0863834183756367,DC Other
3.0,1.0,816.0,23374.0,Yes,No,6,Single Family,1395000.0,1510000,115000.0,3,Average,0,Yes,1263867,36,8.303795749771151,3.2292992566230985,MD
2.0,4.0,1103.0,2139.0,No,No,5,Townhouse,879000.0,925000,46000.0,3,Average,0,Yes,821850,111,2.190036115741308,0.11906999372888133,DC Other
4.0,2.5,2344.0,2313.0,No,No,8,Townhouse,595000.0,595000,0.0,3,Average,1,Yes,528860,36,13.35428064433939,2.435145345947106,VA
2.0,2.5,3556.0,2145.0,No,No,3,Townhouse,1350000.0,1450000,100000.0,4,Very Good,0,Yes,1082010,98,1.904002526247599,0.884155436025389,DC Other
2.0,3.5,1786.0,9426.0,No,No,39,Single Family,725000.0,645000,-80000.0,2,Average,0,Yes,544700,70,11.829557127765742,0.15943439349719063,MD
3.0,1.0,1702.0,20156.0,Yes,No,8,Single Family,750000.0,790000,40000.0,3,Average,0,Yes,788833,16,12.853241348681587,4.981769789399807,MD
3.0,2.0,2197.0,1247.0,No,No,12,Townhouse,750000.0,755000,5000.0,2,Average,0,Yes,661940,111,2.0383869045546854,0.18456023444767303,DC Other
4.0,3.5,978.0,2000.0,No,No,23,Townhouse,769900.0,740000,-29900.0,3,Average,0,No,837700,113,2.089936911121181,0.7076125173558685,DC Other
2.0,2.0,1665.0,10571.0,No,No,18,Single Family,975000.0,865000,-110000.0,3,Very Good,0,Yes,791100,58,9.619303112395722,2.112492376118623,MD
3.0,2.0,1512.0,2154.0,No,No,6,Townhouse,365000.0,397600,32600.0,3,Average,2,Yes,311400,48,20.276193623956836,4.480902664053856,MD
3.0,1.0,2156.0,7041.0,Yes,No,6,Single Family,1475000.0,1500000,25000.0,3,Excellent,0,Yes,1311670,100,4.272921384695798,2.4008851994995606,DC Other
2.0,4.0,4726.0,15054.0,Yes,No,6,Single Family,949900.0,1063077,113177.0,3,Average,0,Yes,758400,52,13.432001112693634,4.641154646552309,MD
2.0,2.0,2100.0,1952.0,No,No,42,Townhouse,798750.0,752000,-46750.0,3,Average,0,Yes,676514,79,6.417638505475544,0.35591392605805516,VA
5.0,2.0,1600.0,20261.0,Yes,No,20,Single Family,899000.0,830000,-69000.0,2,Good,0,Yes,659400,49,9.567310333663183,3.0807429071690797,MD
2.0,4.5,5908.0,1800.0,No,No,3,Townhouse,1049750.0,1066145,16395.0,3,Average,0,Yes,954010,112,2.3263866612429003,0.3937822337368382,DC Other
3.0,2.5,1780.0,8987.0,No,No,18,Single Family,1750000.0,1650000,-100000.0,3,Average,0,Yes,1225900,66,5.05537383842193,1.46991711865081,MD
2.0,2.0,3340.0,3680.0,No,No,10,Townhouse,740000.0,765000,25000.0,3,Average,0,Yes,713099,82,5.667288758250366,0.5676922165568624,VA
5.0,3.0,2050.0,12140.0,No,No,4,Single Family,673888.0,719600,45712.0,3,Excellent,0,Yes,625680,59,8.87032521156359,0.7575604889472072,VA
3.0,4.5,4100.0,3600.0,No,No,5,Single Family,1250000.0,1300000,50000.0,4,Excellent,0,Yes,984410,90,4.395260878108143,1.1479269056188122,DC Other
2.0,4.5,810.0,7656.0,No,No,7,Single Family,499000.0,576000,77000.0,2,Average,0,Yes,378300,60,9.102712532487496,1.629138379833768,MD
4.0,1.5,2060.0,5497.0,Yes,No,10,Single Family,689900.0,706000,16100.0,4,Average,0,Yes,510210,83,5.127570243053104,1.1584969054541174,DC River East
4.0,5.0,2870.0,1251.0,No,No,6,Townhouse,698750.0,710000,11250.0,2,Average,0,Yes,661850,4,3.7931874516666104,1.1272546839841557,DC Other
3.0,5.0,1040.0,2500.0,No,No,2,Townhouse,575000.0,590000,15000.0,3,Average,0,Yes,497300,76,4.665617079951397,1.9209715993691048,VA Arlington
2.0,1.0,1596.0,2175.0,Yes,No,13,Townhouse,1599000.0,1527500,-71500.0,3,Average,0,Yes,1319390,56,1.987933082309003,1.283515594168029,DC Other
5.0,1.0,550.0,7750.0,Yes,No,4,Single Family,599999.0,599999,0.0,3,Excellent,0,Yes,426700,24,8.400426833306309,2.3357912020686387,MD
2.0,2.0,1000.0,1417.0,No,No,19,Townhouse,899500.0,890000,-9500.0,3,Average,0,Yes,668570,92,3.3002033355257234,0.6691230397633593,DC Other
1.0,2.5,2091.0,2385.0,No,No,10,Townhouse,465000.0,465000,0.0,3,Average,0,Yes,391960,44,10.310880429841395,2.6814995861950974,VA
4.0,1.0,634.0,963.0,No,No,1,Townhouse,1185000.0,1190000,5000.0,3,Very Good,0,Yes,975770,112,3.004029402086097,0.6831484238087041,DC Other
3.0,2.5,1070.0,1980.0,No,No,41,Townhouse,699000.0,715000,16000.0,3,Excellent,0,Yes,630600,36,9.863562637422117,0.7600755330389956,MD
1.0,2.5,2700.0,5372.0,Yes,No,22,Single Family,1650000.0,1575000,-75000.0,3,Average,0,Yes,1023970,93,3.1944176124255343,1.2732599386850418,DC Other
3.0,3.5,1035.0,0.0,No,No,10,Townhouse,899900.0,910000,10100.0,3,Average,0,Yes,724900,97,3.44108512666832,0.5004446629558083,DC Other
3.0,3.0,5897.0,26466.0,Yes,No,4,Single Family,925000.0,967750,42750.0,3,Average,0,Yes,757490,38,18.735052541863347,4.750739986400216,VA
4.0,3.0,5937.0,1550.0,Yes,No,48,Townhouse,530000.0,505000,-25000.0,3,Very Good,0,Yes,468500,35,14.037184650914115,4.382647672412531,VA
4.0,2.0,2832.0,3960.0,No,No,9,Townhouse,299000.0,320000,21000.0,3,Average,0,Yes,209167,68,6.535499798951763,1.1723459115318149,MD
2.0,3.0,1938.0,9148.0,Yes,No,27,Single Family,639000.0,629000,-10000.0,3,Average,0,Yes,522880,37,20.43750193230231,5.934085176923395,VA
2.0,4.5,1970.0,2057.0,No,No,7,Townhouse,799000.0,844000,45000.0,2,Excellent,0,Yes,694710,97,1.5961085726584514,0.47233129140614666,DC Other
3.0,1.0,2154.0,10608.0,No,No,9,Single Family,750000.0,765000,15000.0,3,Average,0,Yes,597020,36,19.537184393388895,3.7900875610547557,VA
5.0,3.0,1350.0,10517.0,No,No,4,Single Family,989000.0,1110400,121400.0,3,Very Good,0,Yes,840800,42,11.112215098572086,1.3389998930348646,VA
5.0,1.5,2391.0,2288.0,No,No,2,Townhouse,695000.0,765000,70000.0,3,Average,0,Yes,651000,25,15.48458343822981,3.3506423030226333,MD
4.0,1.0,5891.0,6707.0,No,No,3,Single Family,599000.0,650000,51000.0,3,Excellent,0,Yes,509900,63,8.964989207838048,1.2956769044062997,MD
1.0,3.0,2250.0,1854.0,Yes,No,8,Townhouse,1569000.0,1569000,0.0,3,Average,0,Yes,1526440,121,2.6006183900096835,1.0133968078031272,DC Other
2.0,3.5,998.0,87120.0,Yes,No,3,Single Family,1300000.0,1320000,20000.0,3,Excellent,0,Yes,1015100,43,17.13338415080949,6.44199138557744,MD
4.0,2.5,1224.0,23992.0,Yes,No,6,Single Family,635000.0,650000,15000.0,3,Excellent,0,Yes,436500,12,16.487477377061087,10.872809823893089,MD
1.0,2.0,2160.0,2448.0,Yes,No,6,Townhouse,999000.0,1015000,16000.0,4,Excellent,0,Yes,836700,21,9.604484857526815,0.30035277909846003,MD
5.0,1.0,3771.0,1224.0,No,No,9,Townhouse,1650000.0,1652500,2500.0,5,Average,0,Yes,1548180,111,1.118027136529669,0.46233756108364304,DC Other
3.0,1.0,2370.0,8587.0,Yes,No,5,Single Family,545000.0,560000,15000.0,2,Excellent,0,Yes,468667,12,14.6357337011223,4.676788102410986,MD
1.0,3.0,4112.0,6000.0,No,No,7,Single Family,1200000.0,1285000,85000.0,3,Average,0,Yes,906767,73,5.440748718122619,1.4277017070214977,MD
2.0,4.0,7814.0,3569.0,No,No,6,Townhouse,282000.0,281000,-1000.0,3,Very Good,0,Yes,181300,67,6.957506757903592,2.5037739668869334,MD
2.0,2.5,2250.0,10224.0,Yes,No,43,Single Family,675000.0,635000,-40000.0,2,Excellent,0,Yes,530100,51,13.908215397493402,4.806009898152177,VA
3.0,3.5,3604.0,1500.0,No,No,20,Townhouse,449000.0,435000,-14000.0,3,Average,2,Yes,384480,27,22.701630890442637,9.639584467799297,VA
3.0,1.0,2136.0,6274.0,No,No,13,Single Family,1650000.0,1650000,0.0,4,Excellent,0,Yes,928090,108,3.765307181163332,1.7488089084359095,DC Other
2.0,2.0,1778.0,18830.0,Yes,No,6,Single Family,825000.0,920000,95000.0,2,Average,0,Yes,732670,51,12.843913612785457,1.9738083059512017,VA
4.0,5.5,2440.0,3313.0,Yes,No,5,Townhouse,419900.0,481000,61100.0,3,Average,0,Yes,367167,25,20.76015526554741,4.719847006299922,MD
5.0,3.0,716.0,14309.0,Yes,No,57,Single Family,1445000.0,1285000,-160000.0,2,Average,0,Yes,1227100,29,4.0034627752183205,2.110966725589381,VA Arlington
4.0,3.0,5100.0,1436.0,No,No,6,Townhouse,1299000.0,1435100,136100.0,3,Average,0,Yes,1220010,43,0.9971978512240454,0.367268912098616,DC Other
3.0,1.0,1502.0,1220.0,Yes,No,2,Townhouse,465000.0,501000,36000.0,4,Average,0,Yes,394600,15,19.101590164890197,2.63340420433675,MD
3.0,5.5,3240.0,10829.0,Yes,No,47,Single Family,1295000.0,1240000,-55000.0,3,Excellent,0,Yes,1005700,36,8.702350731471398,3.484521634699196,MD
2.0,2.0,1462.0,6000.0,No,No,15,Single Family,599900.0,600000,100.0,2,Very Good,0,Yes,480500,62,10.09501338683068,0.9911609014481467,MD
1.0,2.5,1950.0,2795.0,No,No,4,Townhouse,615000.0,640000,25000.0,3,Average,1,Yes,637790,40,5.483425567842228,2.17394901026152,DC Other
3.0,1.5,4212.0,954.0,Yes,No,8,Townhouse,1429000.0,1415000,-14000.0,4,Average,0,Yes,1334500,23,6.4431968508763005,0.18757782460752354,MD
4.0,3.0,1253.0,1965.0,No,No,5,Townhouse,849000.0,930000,81000.0,3,Average,0,Yes,743920,108,2.414316245517563,0.670982209849263,DC Other
3.0,2.0,1307.0,1348.0,No,No,4,Townhouse,515000.0,540000,25000.0,3,Very Good,2,Yes,461770,53,12.959162910396183,3.5356475845750768,VA
2.0,1.0,1308.0,8000.0,Yes,No,7,Single Family,420000.0,460000,40000.0,3,Very Good,0,Yes,309967,21,19.915051008062253,12.719314971051888,MD
4.0,4.5,1080.0,6531.0,No,No,6,Single Family,575000.0,580000,5000.0,3,Excellent,0,Yes,591000,73,8.18471362812653,0.4116740885463385,MD
5.0,3.5,3622.0,1963.0,No,No,4,Townhouse,700000.0,695000,-5000.0,3,Average,0,Yes,622170,47,10.862704173636955,0.5101356010172264,VA
4.0,3.0,1188.0,1097.0,No,No,7,Townhouse,795000.0,795000,0.0,3,Very Good,0,Yes,683242,141,6.352669641822973,0.44852484162441547,VA
3.0,3.5,1625.0,2500.0,Yes,No,5,Townhouse,1275000.0,1390000,115000.0,3,Average,0,Yes,1151930,96,1.894225893899722,1.1827632511536712,DC Other
3.0,3.5,1838.0,8622.0,No,No,6,Single Family,895000.0,930750,35750.0,3,Average,0,Yes,750000,65,8.894025166081674,1.4697108459073542,MD
2.0,1.0,1183.0,20739.0,Yes,No,22,Single Family,865000.0,850000,-15000.0,3,Very Good,0,Yes,676800,42,17.307854116445476,6.552825609072851,VA
3.0,4.5,817.0,1947.0,No,No,7,Townhouse,1349000.0,1326000,-23000.0,3,Average,0,Yes,1157720,161,2.311943698446723,0.9767720843011506,DC Other
3.0,3.0,4784.0,8763.0,Yes,No,5,Single Family,975000.0,1101000,126000.0,3,Excellent,0,Yes,888070,44,11.1256405190433,0.5565104032277257,VA
1.0,6.0,1642.0,2850.0,No,No,11,Townhouse,995000.0,1110000,115000.0,3,Good,0,No,1103520,107,1.6578204593112738,0.9549585766038607,DC Other
3.0,3.5,2247.0,12955.0,No,No,3,Single Family,629900.0,637000,7100.0,3,Very Good,0,No,566490,54,13.938113069962455,3.466102473970962,VA
7.0,3.5,1060.0,1711.0,Yes,No,6,Townhouse,675000.0,687000,12000.0,3,Average,0,Yes,617775,27,6.01035303646128,2.624430306963785,VA
2.0,2.0,1600.0,1080.0,Yes,No,17,Townhouse,710000.0,710000,0.0,4,Average,0,Yes,639017,14,8.133562025136111,0.424739461424572,VA
4.0,2.0,1253.0,2968.0,No,No,10,Townhouse,1999000.0,1975000,-24000.0,3,Average,0,Yes,1643475,181,7.042157138616391,0.7689478089765931,VA
4.0,3.5,1424.0,1933.0,No,No,9,Townhouse,670000.0,670000,0.0,2,Very Good,0,Yes,602066,71,6.408225432288848,0.2960105632740335,VA
4.0,2.0,2735.0,10000.0,Yes,No,2,Single Family,1295000.0,1325000,30000.0,3,Average,0,Yes,1085221,44,6.69924313127845,1.8402993514624313,VA
4.0,2.0,1152.0,8038.0,No,No,13,Single Family,600000.0,572000,-28000.0,2,Very Good,0,Yes,575228,65,6.912764845380074,1.803355902097476,VA
2.0,2.0,1207.0,1888.0,Yes,No,3,Townhouse,720000.0,740000,20000.0,3,Excellent,0,Yes,672351,20,7.9920988615269675,0.560610408700902,VA
5.0,2.0,3563.0,0.0,No,No,2,Townhouse,749000.0,770000,21000.0,3,Excellent,0,Yes,671511,34,7.107545412513447,0.6316613371407946,VA
2.0,1.0,4253.0,20434.0,Yes,No,10,Single Family,1375000.0,1340000,-35000.0,2,Average,0,Yes,1178863,39,6.393387928437376,2.132829901224187,VA
3.0,2.5,872.0,0.0,Yes,No,14,Townhouse,560000.0,550000,-10000.0,2,Average,0,Yes,494968,20,7.880391139253863,0.6740158297092206,VA
5.0,3.0,2867.0,3948.0,No,No,18,Single Family,1020000.0,1005000,-15000.0,3,Average,0,Yes,810306,26,5.229366453663273,0.6205058824417133,VA
2.0,2.5,2889.0,8178.0,No,No,5,Single Family,724900.0,770000,45100.0,3,Average,0,Yes,569470,65,7.01106448152209,1.5734836306003186,VA
3.0,3.5,2260.0,0.0,Yes,No,7,Townhouse,955000.0,955000,0.0,4,Excellent,0,Yes,775048,4,5.579376760658766,0.5466049196952507,VA
2.0,3.5,3456.0,10384.0,Yes,No,6,Single Family,1295000.0,1333805,38805.0,3,Excellent,0,Yes,990799,44,6.686852455922733,1.8497810820198985,VA
3.0,3.0,1309.0,1840.0,No,No,2,Townhouse,500000.0,537000,37000.0,2,Average,0,No,554757,79,4.743363596895866,0.2850641774795019,VA
4.0,3.0,5083.0,0.0,Yes,No,5,Townhouse,600000.0,600000,0.0,3,Average,1,Yes,567542,22,7.729853979548198,0.8218723759076392,VA
4.0,1.5,2108.0,1591.0,No,No,3,Townhouse,714900.0,720000,5100.0,4,Excellent,0,Yes,640914,26,5.918487201026569,2.6796650245890286,VA
2.0,3.5,1116.0,804.0,No,No,6,Townhouse,849000.0,900000,51000.0,3,Excellent,1,Yes,822733,43,6.356896889943122,0.3960035242759109,VA
2.0,2.0,2208.0,1665.0,No,No,8,Townhouse,669900.0,669900,0.0,3,Very Good,0,Yes,654178,65,4.987811989122806,0.8761913198913218,VA
3.0,1.0,3093.0,3080.0,Yes,No,7,Townhouse,750000.0,780000,30000.0,3,Very Good,0,Yes,640625,19,4.468498001442987,1.0644797519401934,VA
2.0,2.5,2154.0,1104.0,No,No,11,Townhouse,1625000.0,1625000,0.0,4,Excellent,0,Yes,1419115,19,7.242689559487695,1.0334975299241846,VA
1.0,2.5,4012.0,1052.0,No,No,53,Townhouse,1450000.0,1345000,-105000.0,3,Average,2,Yes,1261717,23,6.603609584732967,0.8649320015351147,VA
4.0,2.5,1119.0,2875.0,No,No,6,Townhouse,800000.0,903500,103500.0,3,Average,0,Yes,771596,31,5.519253778508847,0.6615076685030621,VA
3.0,1.5,4004.0,6318.0,No,No,6,Single Family,1025000.0,1045000,20000.0,3,Average,0,Yes,987501,67,5.23759159211009,1.4768161434790557,VA
3.0,2.0,2247.0,1404.0,Yes,No,6,Townhouse,525000.0,555000,30000.0,3,Very Good,0,Yes,513628,23,7.32245062505287,1.331449833053241,VA
3.0,3.0,3485.0,2176.0,No,No,3,Townhouse,749000.0,749000,0.0,3,Very Good,0,Yes,701084,80,7.300074083116043,0.929753800800149,VA
3.0,1.5,1247.0,13596.0,No,No,5,Single Family,1695000.0,1650000,-45000.0,5,Average,0,Yes,1844350,60,5.956290961152029,1.2082728507497777,VA
4.0,3.5,2807.0,2077.0,No,No,6,Townhouse,749000.0,805000,56000.0,3,Average,0,Yes,716173,71,7.083668545294868,0.4671019559082083,VA
2.0,1.0,2335.0,9650.0,No,No,1,Single Family,1250000.0,1250000,0.0,3,Very Good,0,Yes,892808,96,6.009209579134423,0.6753965255209776,VA
